Fall,Major Name,College,Total,Male,Female,Illinois
1987,Law,Law,645,394.0,251.0,74.0
1987,Leisure Studies,Applied Health Sciences,42,17.0,25.0,23.0
1987,Library & Information Science,iSchool,190,42.0,148.0,72.0
1987,Linguistics,LAS,89,43.0,46.0,66.0
1987,MARKETING,Business,201,64.0,137.0,3.0
1987,METAL ENGR,Engineering,174,147.0,27.0,80.0
1987,MKT TEXT&A,ACES,127,4.0,123.0,5.0
1987,MUS-VOICE,Fine and Applied Arts,44,12.0,32.0,4.0
1987,MUSIC(AMS),Fine and Applied Arts,75,41.0,34.0,43.0
1987,MUSIC-COMP,Fine and Applied Arts,4,4.0,0.0,0.0
1987,MUSIC-INST,Fine and Applied Arts,81,34.0,47.0,23.0
1987,Mathematics,LAS,163,116.0,47.0,115.0
1987,Mechanical Agriculture,ACES,24,24.0,0.0,0.0
1987,Mechanical Engineering,Engineering,1006,887.0,119.0,126.0
1987,Media Studies,Media,27,7.0,20.0,0.0
1987,Microbiology,LAS,63,37.0,26.0,27.0
1987,Molecular & Integrative Physi,LAS,58,38.0,20.0,31.0
1987,Music,Fine and Applied Arts,158,69.0,89.0,94.0
1987,Music Education,Fine and Applied Arts,290,123.0,167.0,63.0
1987,Music History,Fine and Applied Arts,4,2.0,2.0,0.0
1987,News-Editorial,Media,113,45.0,68.0,3.0
1987,Nondegree,Aviation,12,12.0,0.0,0.0
1987,Nuclear Engineering,Engineering,146,132.0,14.0,37.0
1987,Nutritional Sciences,ACES,44,17.0,27.0,26.0
1987,ORN HORT,ACES,74,35.0,39.0,0.0
1987,OUTDR REC,Applied Health Sciences,26,15.0,11.0,1.0
1987,PERFORM ST,Fine and Applied Arts,12,5.0,7.0,1.0
1987,PERSN AREA,Applied Health Sciences,2,1.0,1.0,0.0
1987,PLANT PATH,ACES,32,23.0,9.0,17.0
1987,PP/AS,Aviation,119,102.0,17.0,4.0
1987,PRE-JOURN,LAS,605,191.0,414.0,19.0
1987,PRE-MED,LAS,193,106.0,87.0,4.0
1987,PROG MANAG,Applied Health Sciences,145,51.0,94.0,10.0
1987,PUB ADMIN,LAS,6,4.0,2.0,1.0
1987,Philosophy,LAS,42,33.0,9.0,23.0
1987,Physics,ACES,386,345.0,41.0,247.0
1987,Plant Biology,LAS,38,13.0,25.0,27.0
1987,Political Science,LAS,49,38.0,11.0,28.0
1987,Portuguese,LAS,1,0.0,1.0,1.0
1987,Professional Pilot,Aviation,60,52.0,8.0,5.0
1987,Psychology,LAS,191,101.0,90.0,115.0
1987,REST MGMT,ACES,110,53.0,57.0,2.0
1987,Regional Planning,Fine and Applied Arts,13,11.0,2.0,8.0
1987,SOC SCI SP,Applied Health Sciences,13,7.0,6.0,2.0
1987,SOIL SCI,ACES,2,2.0,0.0,0.0
1987,Secondary Education,ACES,31,18.0,13.0,1.0
1987,Slavic Languages & Literature,LAS,26,10.0,16.0,14.0
1987,Social Work,Social Work,274,55.0,219.0,30.0
1987,Sociology,LAS,35,15.0,20.0,20.0
1987,Spanish,ACES,43,19.0,24.0,30.0
1987,Special Education,Education,74,10.0,64.0,19.0
1987,Speech & Hearing Science,ACES,101,2.0,99.0,19.0
1987,Speech Communication,LAS,46,20.0,26.0,18.0
1987,Statistics,ACES,54,27.0,27.0,41.0
1987,TCH BIOL,LAS,22,4.0,18.0,0.0
1987,TCH CS,Engineering,1,0.0,1.0,1.0
1987,TCH ENGL,Education,39,10.0,29.0,0.0
1987,TCH ENGL,LAS,56,12.0,44.0,1.0
1987,TCH GEN SCIENCE,Education,11,7.0,4.0,0.0
1987,TCH KINES,Applied Health Sciences,1,1.0,0.0,1.0
1987,TCH LIFE SCI,Education,11,4.0,7.0,1.0
1987,TCH PHYS SCI,Education,4,3.0,1.0,0.0
1987,TCH SOC ST,Education,39,22.0,17.0,1.0
1987,TCH SOC ST,LAS,15,10.0,5.0,0.0
1987,TCH SPEECH,LAS,6,2.0,4.0,0.0
1987,TEACH CS,LAS,3,1.0,2.0,1.0
1987,TECH ED SP,Education,26,18.0,8.0,1.0
1987,TEXT-APPRL,ACES,37,0.0,37.0,1.0
1987,THER REC,Applied Health Sciences,46,7.0,39.0,3.0
1987,Teaching of Chemistry,ACES,15,9.0,6.0,1.0
1987,Teaching of Earth Science,ACES,1,1.0,0.0,0.0
1987,Teaching of English Sec Lang,ACES,63,15.0,48.0,42.0
1987,Teaching of French,ACES,19,1.0,18.0,1.0
1987,Teaching of German,ACES,9,1.0,8.0,4.0
1987,Teaching of Mathematics,ACES,44,11.0,33.0,2.0
1987,Teaching of Physics,ACES,1,0.0,1.0,0.0
1987,Teaching of Spanish,Business,30,3.0,27.0,3.0
1987,Theatre,Business,104,52.0,52.0,44.0
1987,Theatre,Fine and Applied Arts,47,22.0,25.0,3.0
1987,Theoretical & Applied Mechans,Engineering,58,53.0,5.0,33.0
1987,UG NON-DEG,Education,10,6.0,4.0,3.0
1987,UNCLASS,Fine and Applied Arts,50,14.0,36.0,8.0
1987,UNCLASS,LAS,157,64.0,93.0,49.0
1987,UNCM FR&SO,LAS,149,76.0,73.0,8.0
1987,Urban Planning,Fine and Applied Arts,150,82.0,68.0,23.0
1987,VMS - Veterinary Biosciences,VetMed,41,28.0,13.0,27.0
1987,VMS - Veterinary Pathobiology,VetMed,29,16.0,13.0,16.0
1987,VMS-Veterinary Clinical Medcne,VetMed,23,14.0,9.0,14.0
1987,VOC H E ED,ACES,11,0.0,11.0,0.0
1987,Veterinary Medicine,VetMed,314,134.0,180.0,10.0
1988,Accountancy,Business,1136,554.0,582.0,114.0
1988,Advertising,Media,262,67.0,195.0,31.0
1988,Aero & Astro Engineering,Engineering,610,552.0,58.0,70.0
1988,Agr & Environmental Cmc & Educ,ACES,4,3.0,1.0,2.0
1988,Agricultural & Applied Econ,ACES,380,328.0,52.0,59.0
1988,Agricultural Communications,ACES,73,20.0,53.0,3.0
1988,Agricultural Education,ACES,14,10.0,4.0,0.0
1988,Agricultural Engineering,ACES,57,52.0,5.0,2.0
1988,Agricultural Engineering,Engineering,78,74.0,4.0,31.0
1988,Agricultural Sciences,ACES,44,31.0,13.0,2.0
1988,Agronomy,ACES,139,110.0,29.0,58.0
1988,Air Systems,Aviation,15,15.0,0.0,0.0
1988,Animal Sciences,ACES,380,180.0,200.0,71.0
1988,Anthropology,LAS,68,39.0,29.0,38.0
1988,Applied Mathematics,LAS,26,13.0,13.0,15.0
1988,Architectural Studies,Fine and Applied Arts,587,415.0,172.0,61.0
1988,Architecture,Fine and Applied Arts,235,186.0,49.0,76.0
1988,Art Education,Fine and Applied Arts,74,15.0,59.0,16.0
1988,Art History,Fine and Applied Arts,73,20.0,53.0,23.0
1988,Art and Design,Fine and Applied Arts,365,173.0,192.0,52.0
1988,Asian Studies,LAS,24,10.0,14.0,15.0
1988,Astronomy,LAS,19,16.0,3.0,15.0
1988,Atmospheric Sciences,LAS,24,19.0,5.0,19.0
1988,Avionics,Aviation,7,7.0,0.0,1.0
1988,BIOCH,LAS,164,87.0,77.0,10.0
1988,BUS EDUC,Education,13,4.0,9.0,0.0
1988,Biochemistry,LAS,115,72.0,43.0,67.0
1988,Biology,Applied Health Sciences,94,40.0,54.0,2.0
1988,Biology,LAS,133,71.0,62.0,48.0
1988,Biophysics & Computnl Biology,LAS,37,32.0,5.0,31.0
1988,Broadcast Journalism,Media,54,10.0,44.0,3.0
1988,Business Administration,Business,1022,631.0,391.0,183.0
1988,CER ENGR,Engineering,248,199.0,49.0,44.0
1988,CERAMICS,Engineering,1,1.0,0.0,1.0
1988,COM TEACH,Business,1,0.0,1.0,0.0
1988,CONSM ECON,ACES,44,11.0,33.0,1.0
1988,CORE CURR,ACES,52,34.0,18.0,1.0
1988,CUR INST 2,Applied Health Sciences,13,4.0,9.0,0.0
1988,CUR INST#1,Applied Health Sciences,3,3.0,0.0,0.0
1988,CUR INST#3,Applied Health Sciences,15,8.0,7.0,1.0
1988,Chemical Engineering,LAS,426,306.0,120.0,71.0
1988,Chemical Physics,LAS,5,3.0,2.0,5.0
1988,Chemistry,LAS,478,329.0,149.0,220.0
1988,Civil Engineering,Engineering,641,544.0,97.0,163.0
1988,Classical Philology,LAS,7,5.0,2.0,5.0
1988,Classics,LAS,5,2.0,3.0,5.0
1988,Communication,Media,33,22.0,11.0,22.0
1988,Community Health,Applied Life Sciences,106,34.0,72.0,4.0
1988,Comparative Literature,LAS,28,12.0,16.0,23.0
1988,Computer Engineering,Engineering,368,333.0,35.0,48.0
1988,Computer Science,Business,397,342.0,55.0,271.0
1988,Computer Science,Engineering,447,377.0,70.0,41.0
1988,Crafts,Fine and Applied Arts,23,7.0,16.0,0.0
1988,DAIRY SCI,ACES,17,14.0,3.0,7.0
1988,DIETETICS,ACES,59,2.0,57.0,1.0
1988,Dance,Fine and Applied Arts,44,10.0,34.0,10.0
1988,ED POL ST,Education,57,29.0,28.0,28.0
1988,ED SEC&CON,Education,121,47.0,74.0,44.0
1988,EDUC ELEMENTARY,Education,158,22.0,136.0,40.0
1988,EDUC GEN,Education,202,50.0,152.0,8.0
1988,ENGR MECH,Engineering,59,53.0,6.0,2.0
1988,ENGR PHYS,Engineering,109,90.0,19.0,8.0
1988,ENV ENGR,Engineering,45,33.0,12.0,27.0
1988,ENV SCI,Engineering,15,10.0,5.0,11.0
1988,EXT EDUC,ACES,13,7.0,6.0,4.0
1988,Early Childhood Education,Education,63,0.0,63.0,1.0
1988,Economics,Business,236,178.0,58.0,162.0
1988,Ed Organization and Leadership,Education,150,66.0,84.0,11.0
1988,Educ Voc Tech,Education,87,44.0,43.0,22.0
1988,Educational Psychology,Education,160,57.0,103.0,83.0
1988,Electrical Engineering,Engineering,1864,1645.0,219.0,416.0
1988,Elementary Education,Education,350,11.0,339.0,3.0
1988,English,LAS,123,62.0,61.0,87.0
1988,Entomology,LAS,27,18.0,9.0,19.0
1988,FAM&CON EC,ACES,18,6.0,12.0,12.0
1988,Finance,Business,698,420.0,278.0,80.0
1988,Food Science & Human Nutrition,ACES,222,60.0,162.0,67.0
1988,Forestry,ACES,57,45.0,12.0,5.0
1988,French,LAS,48,15.0,33.0,33.0
1988,GEN AGR,ACES,17,13.0,4.0,4.0
1988,GEN CURR,LAS,2182,1008.0,1174.0,94.0
1988,GEN ENGR,Engineering,588,453.0,135.0,33.0
1988,GEN H ECON,ACES,3,0.0,3.0,0.0
1988,Genetics,LAS,1,1.0,0.0,0.0
1988,Geography,LAS,34,22.0,12.0,16.0
1988,Geology,LAS,46,40.0,6.0,25.0
1988,German,LAS,33,15.0,18.0,22.0
1988,Graphic Design,Fine and Applied Arts,132,56.0,76.0,3.0
1988,H DVL-FAM,ACES,82,3.0,79.0,1.0
1988,HLTH EDUC,Applied Health Sciences,27,5.0,22.0,2.0
1988,HLTH PL AD,Applied Health Sciences,52,15.0,37.0,1.0
1988,HR&FS A&ID,ACES,15,5.0,10.0,11.0
1988,HR&FS GEN,ACES,7,1.0,6.0,0.0
1988,HU DEV&FAM,ACES,16,2.0,14.0,7.0
1988,History,LAS,102,72.0,30.0,45.0
1988,Horticulture,ACES,59,37.0,22.0,30.0
1988,INST MGMT,ACES,4,1.0,3.0,0.0
1988,INT DSGN,ACES,101,6.0,95.0,7.0
1988,Industrial Agriculture,ACES,91,68.0,23.0,2.0
1988,Industrial Design,Fine and Applied Arts,88,60.0,28.0,8.0
1988,Industrial Engineering,Engineering,209,146.0,63.0,14.0
1988,Italian,LAS,7,2.0,5.0,0.0
1988,Journalism,Media,29,10.0,19.0,10.0
1988,Kinesiology,Applied Health Sciences,220,107.0,113.0,49.0
1988,LAB&IN REL,Labor and Industrial Relations,89,42.0,47.0,24.0
1988,LAS TCH MATH,LAS,12,3.0,9.0,0.0
1988,Landscape Architecture,Fine and Applied Arts,133,87.0,46.0,21.0
1988,Law,Law,619,378.0,241.0,89.0
1988,Leisure Studies,Applied Health Sciences,44,21.0,23.0,23.0
1988,Library & Information Science,iSchool,178,51.0,127.0,75.0
1988,Linguistics,LAS,87,41.0,46.0,65.0
1988,MANAGEMENT,Business,1,1.0,0.0,0.0
1988,MARKETING,Business,168,60.0,108.0,6.0
1988,METAL ENGR,Engineering,166,139.0,27.0,76.0
1988,MKT TEXT&A,ACES,117,2.0,115.0,5.0
1988,MUS-VOICE,Fine and Applied Arts,37,8.0,29.0,4.0
1988,MUSIC(AMS),Fine and Applied Arts,67,38.0,29.0,47.0
1988,MUSIC-COMP,Fine and Applied Arts,12,8.0,4.0,0.0
1988,MUSIC-INST,Fine and Applied Arts,102,38.0,64.0,23.0
1988,MUSIC-OPEN,Fine and Applied Arts,3,0.0,3.0,0.0
1988,Mathematics,LAS,173,131.0,42.0,118.0
1988,Mechanical Agriculture,ACES,23,23.0,0.0,0.0
1988,Mechanical Engineering,Engineering,971,854.0,117.0,143.0
1988,Media Studies,Media,29,13.0,16.0,1.0
1988,Microbiology,LAS,62,39.0,23.0,33.0
1988,Molecular & Integrative Physi,LAS,60,39.0,21.0,32.0
1988,Music,Fine and Applied Arts,129,53.0,76.0,87.0
1988,Music Education,Fine and Applied Arts,273,111.0,162.0,50.0
1988,Music History,Fine and Applied Arts,3,2.0,1.0,0.0
1988,News-Editorial,Media,121,45.0,76.0,2.0
1988,Nondegree,Aviation,12,11.0,1.0,0.0
1988,Nuclear Engineering,Engineering,157,138.0,19.0,39.0
1988,Nutritional Sciences,ACES,41,9.0,32.0,24.0
1988,ORN HORT,ACES,71,34.0,37.0,0.0
1988,OUTDR REC,Applied Health Sciences,19,13.0,6.0,1.0
1988,PERFORM ST,Fine and Applied Arts,9,4.0,5.0,0.0
1988,PERSN AREA,Applied Health Sciences,2,2.0,0.0,1.0
1988,PLANT PATH,ACES,30,20.0,10.0,15.0
1988,PP/AS,Aviation,109,93.0,16.0,3.0
1988,PRE-JOURN,LAS,554,190.0,364.0,18.0
1988,PRE-MED,LAS,186,95.0,91.0,6.0
1988,PROG MANAG,Applied Health Sciences,155,59.0,96.0,9.0
1988,PUB ADMIN,LAS,6,3.0,3.0,1.0
1988,Philosophy,LAS,39,31.0,8.0,24.0
1988,Physics,ACES,372,333.0,39.0,249.0
1988,Plant Biology,LAS,34,10.0,24.0,25.0
1988,Political Science,LAS,66,46.0,20.0,34.0
1988,Portuguese,LAS,5,0.0,5.0,5.0
1988,Professional Pilot,Aviation,59,52.0,7.0,2.0
1988,Psychology,LAS,209,106.0,103.0,128.0
1988,REST MGMT,ACES,126,61.0,65.0,6.0
1988,Regional Planning,Fine and Applied Arts,16,12.0,4.0,6.0
1988,SOC SCI SP,Applied Health Sciences,21,15.0,6.0,4.0
1988,SOIL SCI,ACES,4,4.0,0.0,0.0
1988,Secondary Education,ACES,32,20.0,12.0,2.0
1988,Slavic Languages & Literature,LAS,24,14.0,10.0,14.0
1988,Social Work,Social Work,174,38.0,136.0,28.0
1988,Sociology,LAS,35,14.0,21.0,17.0
1988,Spanish,ACES,52,26.0,26.0,35.0
1988,Special Education,Education,71,10.0,61.0,14.0
1988,Speech & Hearing Science,ACES,109,4.0,105.0,16.0
1988,Speech Communication,LAS,55,22.0,33.0,23.0
1988,Statistics,ACES,69,37.0,32.0,52.0
1988,TCH BIOL,LAS,26,9.0,17.0,1.0
1988,TCH ENGL,Education,43,13.0,30.0,1.0
1988,TCH ENGL,LAS,58,9.0,49.0,2.0
1988,TCH GEN SCIENCE,Education,9,3.0,6.0,1.0
1988,TCH LIFE SCI,Education,11,3.0,8.0,0.0
1988,TCH PHY SC,LAS,1,1.0,0.0,1.0
1988,TCH PHYS SCI,Education,7,4.0,3.0,0.0
1988,TCH SOC ST,Education,54,30.0,24.0,2.0
1988,TCH SOC ST,LAS,20,14.0,6.0,0.0
1988,TCH SPEECH,LAS,7,1.0,6.0,0.0
1988,TEACH CS,LAS,4,3.0,1.0,1.0
1988,TECH ED SP,Education,36,30.0,6.0,1.0
1988,TEXT-APPRL,ACES,36,1.0,35.0,2.0
1988,THER REC,Applied Health Sciences,47,7.0,40.0,4.0
1988,Teaching of Biological Science,ACES,2,0.0,2.0,0.0
1988,Teaching of Chemistry,ACES,11,7.0,4.0,0.0
1988,Teaching of English Sec Lang,ACES,72,17.0,55.0,50.0
1988,Teaching of French,ACES,26,2.0,24.0,1.0
1988,Teaching of German,ACES,13,3.0,10.0,2.0
1988,Teaching of Latin,ACES,1,0.0,1.0,0.0
1988,Teaching of Mathematics,ACES,49,18.0,31.0,2.0
1988,Teaching of Physics,ACES,3,3.0,0.0,0.0
1988,Teaching of Spanish,Business,31,4.0,27.0,0.0
1988,Theatre,Business,119,60.0,59.0,54.0
1988,Theatre,Fine and Applied Arts,29,13.0,16.0,1.0
1988,Theoretical & Applied Mechans,Engineering,57,52.0,5.0,38.0
1988,UG NON-DEG,Education,8,2.0,6.0,1.0
1988,UNCLASS,Fine and Applied Arts,59,29.0,30.0,14.0
1988,UNCLASS,LAS,190,92.0,98.0,62.0
1988,UNCM FR&SO,LAS,233,112.0,121.0,4.0
1988,Urban Planning,Fine and Applied Arts,142,74.0,68.0,21.0
1988,VMS - Veterinary Biosciences,VetMed,35,23.0,12.0,24.0
1988,VMS - Veterinary Pathobiology,VetMed,27,19.0,8.0,14.0
1988,VMS-Veterinary Clinical Medcne,VetMed,23,14.0,9.0,16.0
1988,VOC H E ED,ACES,6,0.0,6.0,1.0
1988,Veterinary Medicine,VetMed,318,133.0,185.0,13.0
1989,Accountancy,Business,1085,544.0,541.0,110.0
1989,Advertising,Media,262,67.0,195.0,34.0
1989,Aero & Astro Engineering,Engineering,513,460.0,53.0,78.0
1989,African American Studies,LAS,1,0.0,1.0,1.0
1989,Agr & Environmental Cmc & Educ,ACES,3,1.0,2.0,2.0
1989,Agricultural & Applied Econ,ACES,422,334.0,88.0,61.0
1989,Agricultural Communications,ACES,78,22.0,56.0,4.0
1989,Agricultural Education,ACES,10,6.0,4.0,0.0
1989,Agricultural Engineering,ACES,56,51.0,5.0,1.0
1989,Agricultural Engineering,Engineering,83,77.0,6.0,36.0
1989,Agricultural Sciences,ACES,31,22.0,9.0,1.0
1989,Agronomy,ACES,124,98.0,26.0,54.0
1989,Air Systems,Aviation,18,16.0,2.0,0.0
1989,Animal Sciences,ACES,391,191.0,200.0,72.0
1989,Anthropology,LAS,78,39.0,39.0,50.0
1989,Applied Mathematics,LAS,21,10.0,11.0,15.0
1989,Architectural Studies,Fine and Applied Arts,585,406.0,179.0,61.0
1989,Architecture,Fine and Applied Arts,215,165.0,50.0,61.0
1989,Art Education,Fine and Applied Arts,77,17.0,60.0,14.0
1989,Art History,Fine and Applied Arts,73,13.0,60.0,25.0
1989,Art and Design,Fine and Applied Arts,348,170.0,178.0,54.0
1989,Asian Studies,LAS,33,15.0,18.0,19.0
1989,Astronomy,LAS,15,13.0,2.0,13.0
1989,Atmospheric Sciences,LAS,28,23.0,5.0,19.0
1989,Avionics,Aviation,1,1.0,0.0,0.0
1989,BIOCH,LAS,173,106.0,67.0,8.0
1989,BUS EDUC,Education,19,5.0,14.0,0.0
1989,Biochemistry,LAS,112,67.0,45.0,66.0
1989,Biology,Applied Health Sciences,115,60.0,55.0,4.0
1989,Biology,LAS,138,75.0,63.0,49.0
1989,Biophysics & Computnl Biology,LAS,43,34.0,9.0,33.0
1989,Broadcast Journalism,Media,65,14.0,51.0,6.0
1989,Business Administration,Business,1072,675.0,397.0,229.0
1989,CER ENGR,Engineering,237,203.0,34.0,35.0
1989,CERAMICS,Engineering,2,2.0,0.0,1.0
1989,COM TEACH,Business,1,0.0,1.0,0.0
1989,CONSM ECON,ACES,46,13.0,33.0,1.0
1989,CORE CURR,ACES,57,36.0,21.0,1.0
1989,CUR INST 2,Applied Health Sciences,3,1.0,2.0,0.0
1989,CUR INST#1,Applied Health Sciences,6,5.0,1.0,1.0
1989,CUR INST#3,Applied Health Sciences,14,6.0,8.0,0.0
1989,Chemical Engineering,LAS,370,266.0,104.0,68.0
1989,Chemical Physics,LAS,5,3.0,2.0,5.0
1989,Chemistry,LAS,462,317.0,145.0,228.0
1989,Civil Engineering,Engineering,682,586.0,96.0,174.0
1989,Classical Philology,LAS,8,7.0,1.0,6.0
1989,Classics,LAS,7,4.0,3.0,4.0
1989,Communication,Media,37,23.0,14.0,23.0
1989,Community Health,Applied Life Sciences,88,26.0,62.0,5.0
1989,Comparative Literature,LAS,29,13.0,16.0,23.0
1989,Computer Engineering,Engineering,313,286.0,27.0,34.0
1989,Computer Science,Business,392,344.0,48.0,268.0
1989,Computer Science,Engineering,418,354.0,64.0,47.0
1989,Crafts,Fine and Applied Arts,22,6.0,16.0,1.0
1989,DAIRY SCI,ACES,9,7.0,2.0,3.0
1989,DIETETICS,ACES,55,3.0,52.0,1.0
1989,Dance,Fine and Applied Arts,41,9.0,32.0,12.0
1989,ED POL ST,Education,43,22.0,21.0,20.0
1989,ED SEC&CON,Education,131,46.0,85.0,40.0
1989,EDUC ELEMENTARY,Education,175,17.0,158.0,34.0
1989,EDUC GEN,Education,208,60.0,148.0,14.0
1989,ENGR MECH,Engineering,90,77.0,13.0,1.0
1989,ENGR PHYS,Engineering,121,107.0,14.0,9.0
1989,ENV ENGR,Engineering,37,27.0,10.0,28.0
1989,ENV SCI,Engineering,14,9.0,5.0,8.0
1989,EXT EDUC,ACES,11,5.0,6.0,3.0
1989,Early Childhood Education,Education,58,0.0,58.0,2.0
1989,Economics,Business,248,187.0,61.0,175.0
1989,Ed Organization and Leadership,Education,93,35.0,58.0,7.0
1989,Educ Voc Tech,Education,68,32.0,36.0,16.0
1989,Educational Psychology,Education,143,47.0,96.0,85.0
1989,Electrical Engineering,Engineering,1594,1406.0,188.0,399.0
1989,Elementary Education,Education,343,11.0,332.0,6.0
1989,English,LAS,130,63.0,67.0,91.0
1989,Entomology,LAS,19,13.0,6.0,15.0
1989,FAM&CON EC,ACES,20,5.0,15.0,13.0
1989,Finance,Business,739,461.0,278.0,79.0
1989,Food Science & Human Nutrition,ACES,215,66.0,149.0,60.0
1989,Forestry,ACES,70,52.0,18.0,14.0
1989,French,LAS,51,19.0,32.0,36.0
1989,GEN AGR,ACES,23,18.0,5.0,4.0
1989,GEN CURR,LAS,2104,971.0,1133.0,80.0
1989,GEN ENGR,Engineering,626,483.0,143.0,31.0
1989,GEN H ECON,ACES,5,0.0,5.0,0.0
1989,Geography,LAS,39,27.0,12.0,20.0
1989,Geology,LAS,43,35.0,8.0,24.0
1989,German,LAS,36,16.0,20.0,22.0
1989,Graphic Design,Fine and Applied Arts,131,57.0,74.0,5.0
1989,H DVL-FAM,ACES,92,6.0,86.0,1.0
1989,HLTH EDUC,Applied Health Sciences,30,4.0,26.0,2.0
1989,HLTH PL AD,Applied Health Sciences,53,12.0,41.0,1.0
1989,HR&FS A&ID,ACES,17,6.0,11.0,9.0
1989,HR&FS GEN,ACES,9,2.0,7.0,3.0
1989,HU DEV&FAM,ACES,19,2.0,17.0,7.0
1989,History,LAS,129,88.0,41.0,55.0
1989,Horticulture,ACES,57,35.0,22.0,26.0
1989,INST MGMT,ACES,1,0.0,1.0,0.0
1989,INT DSGN,ACES,89,3.0,86.0,2.0
1989,Industrial Agriculture,ACES,42,33.0,9.0,1.0
1989,Industrial Design,Fine and Applied Arts,75,52.0,23.0,10.0
1989,Industrial Engineering,Engineering,261,192.0,69.0,19.0
1989,Italian,LAS,2,0.0,2.0,0.0
1989,Journalism,Media,28,11.0,17.0,10.0
1989,Kinesiology,Applied Health Sciences,237,137.0,100.0,68.0
1989,LAB&IN REL,Labor and Industrial Relations,85,31.0,54.0,25.0
1989,LAS TCH MATH,LAS,16,5.0,11.0,1.0
1989,Landscape Architecture,Fine and Applied Arts,133,83.0,50.0,22.0
1989,Law,Law,612,364.0,248.0,79.0
1989,Leisure Studies,Applied Health Sciences,44,17.0,27.0,26.0
1989,Library & Information Science,iSchool,180,57.0,123.0,81.0
1989,Linguistics,LAS,91,43.0,48.0,68.0
1989,MANAGEMENT,Business,14,7.0,7.0,0.0
1989,MARKETING,Business,164,69.0,95.0,12.0
1989,METAL ENGR,Engineering,167,141.0,26.0,81.0
1989,MKT TEXT&A,ACES,117,5.0,112.0,5.0
1989,MSPH IN C HLTH,Applied Health Sciences,2,0.0,2.0,0.0
1989,MUS-VOICE,Fine and Applied Arts,32,7.0,25.0,5.0
1989,MUSIC(AMS),Fine and Applied Arts,60,36.0,24.0,44.0
1989,MUSIC-COMP,Fine and Applied Arts,11,8.0,3.0,1.0
1989,MUSIC-INST,Fine and Applied Arts,90,34.0,56.0,27.0
1989,MUSIC-OPEN,Fine and Applied Arts,3,1.0,2.0,0.0
1989,Mathematics,LAS,208,160.0,48.0,154.0
1989,Mechanical Agriculture,ACES,29,29.0,0.0,0.0
1989,Mechanical Engineering,Engineering,854,765.0,89.0,146.0
1989,Media Studies,Media,29,13.0,16.0,2.0
1989,Microbiology,LAS,63,35.0,28.0,38.0
1989,Molecular & Integrative Physi,LAS,58,35.0,23.0,35.0
1989,Music,Fine and Applied Arts,136,66.0,70.0,92.0
1989,Music Education,Fine and Applied Arts,252,104.0,148.0,38.0
1989,Music History,Fine and Applied Arts,3,1.0,2.0,0.0
1989,News-Editorial,Media,128,52.0,76.0,0.0
1989,Nondegree,Aviation,13,12.0,1.0,2.0
1989,Nuclear Engineering,Engineering,178,158.0,20.0,42.0
1989,Nutritional Sciences,ACES,38,10.0,28.0,25.0
1989,ORN HORT,ACES,54,27.0,27.0,1.0
1989,OUTDR REC,Applied Health Sciences,23,15.0,8.0,0.0
1989,PERFORM ST,Fine and Applied Arts,12,5.0,7.0,1.0
1989,PERSN AREA,Applied Health Sciences,2,1.0,1.0,1.0
1989,PLANT PATH,ACES,28,20.0,8.0,17.0
1989,PP/AS,Aviation,97,84.0,13.0,1.0
1989,PRE-JOURN,LAS,539,183.0,356.0,22.0
1989,PRE-MED,LAS,169,90.0,79.0,8.0
1989,PROG MANAG,Applied Health Sciences,136,54.0,82.0,8.0
1989,PUB ADMIN,LAS,3,2.0,1.0,1.0
1989,Philosophy,LAS,37,27.0,10.0,28.0
1989,Physics,ACES,363,319.0,44.0,249.0
1989,Plant Biology,LAS,32,7.0,25.0,25.0
1989,Political Science,LAS,61,41.0,20.0,35.0
1989,Portuguese,LAS,2,0.0,2.0,2.0
1989,Professional Pilot,Aviation,71,57.0,14.0,5.0
1989,Psychology,LAS,200,112.0,88.0,130.0
1989,REST MGMT,ACES,108,60.0,48.0,4.0
1989,Regional Planning,Fine and Applied Arts,20,16.0,4.0,11.0
1989,Rehabilitation,Applied Health Sciences,11,4.0,7.0,2.0
1989,SOC SCI SP,Applied Health Sciences,13,10.0,3.0,3.0
1989,SOIL SCI,ACES,5,5.0,0.0,0.0
1989,Secondary Education,ACES,33,18.0,15.0,1.0
1989,Slavic Languages & Literature,LAS,28,15.0,13.0,21.0
1989,Social Work,Social Work,233,40.0,193.0,37.0
1989,Sociology,LAS,39,15.0,24.0,21.0
1989,Spanish,ACES,69,32.0,37.0,50.0
1989,Special Education,Education,74,8.0,66.0,19.0
1989,Speech & Hearing Science,ACES,105,6.0,99.0,14.0
1989,Speech Communication,LAS,49,18.0,31.0,27.0
1989,Statistics,ACES,56,30.0,26.0,45.0
1989,TCH BIOL,LAS,19,7.0,12.0,0.0
1989,TCH ENGL,Education,38,6.0,32.0,0.0
1989,TCH ENGL,LAS,73,13.0,60.0,1.0
1989,TCH GEN SCIENCE,Education,9,4.0,5.0,1.0
1989,TCH LIFE SCI,Education,13,6.0,7.0,0.0
1989,TCH PHY SC,LAS,1,1.0,0.0,1.0
1989,TCH PHYS SCI,Education,2,1.0,1.0,0.0
1989,TCH RUSS,LAS,3,1.0,2.0,1.0
1989,TCH SOC ST,Education,51,30.0,21.0,3.0
1989,TCH SOC ST,LAS,16,8.0,8.0,0.0
